text,text_preprocessed,LEN
"El segmento A se incrementó en 44 %, el B igualmente incrementó en 9 % y el C también aumentó en 25 %, lo que significa una disminución de la pobreza y una tendencia al incremento de la clase media del país y de un mayor poder adquisitivo de la población, en resumen y según informes estadísticos la pobreza extrema en el Perú abriase reducido en un 6 por ciento en el periodo [[2001]]-[[2005]] y la pobreza en un 5 por ciento.",El segmento A se incrementó en el B igualmente incrementó en y el C también aumentó en lo que significa una disminución de la pobreza y una tendencia al incremento de la clase media del país y de un mayor poder adquisitivo de la población en resumen y según informes estadísticos la pobreza extrema en el Perú abriase reducido en un por ciento en el periodo y la pobreza en un por ciento,73
"Sin embargo, pese a no ser correctamente explotadas, el Perú se sitúa, en agroindustria, como el primer productor mundial de harina de pescado, primer productor mundial de espárragos, primer productor mundial de paprika, segundo productor mundial de alcachofas, sexto productor mundial de café; en minería como el segundo productor mundial de plata, cuarto productor mundial de cobre, zinc y plomo, quinto productor mundial de [[oro]], además de contar con grandes yacimientos de hierro, estaño, manganeso; además de petróleo y gas.",Sin embargo pese a no ser correctamente explotadas el Perú se sitúa en agroindustria como el primer productor mundial de harina de pescado primer productor mundial de espárragos primer productor mundial de paprika segundo productor mundial de alcachofas sexto productor mundial de café en minería como el segundo productor mundial de plata cuarto productor mundial de cobre zinc y plomo quinto productor mundial de oro además de contar con grandes yacimientos de hierro estaño manganeso además de petróleo y gas,80
"Luego de más de 20 [[año]]s de haber sido descubierto, el yacimiento de gas natural ubicado en Camisea, Departamento del Cusco, empezó a ser explotado y su producción será destinada principalmente al consumo interno y la sierra peruana y el excedente vendido al exterior.",Luego de más de años de haber sido descubierto el yacimiento de gas natural ubicado en Camisea Departamento del Cusco empezó a ser explotado y su producción será destinada principalmente al consumo interno y la sierra peruana y el excedente vendido al exterior,43
"Este ""gas de Camisea"" ha llegado a Lima en [[agosto]] de [[2004]].",Este gas de Camisea ha llegado a Lima en agosto de,11
Su primera exportación está prevista para el año [[2008]].,Su primera exportación está prevista para el año,8
"En el año [[2004]], las exportaciones de este país ""crecieron un 36,9%"", comercializándose unos 4.068 productos diferentes.",En el año las exportaciones de este país crecieron un comercializándose unos productos diferentes,14
"(Ministerio de Comercio Exterior y Turismo) En el año [[2005]] las exportaciones alcanzaron los 17.350 millones de dólares, con un ""incremento del 33,7%"" en relación a [[2004]].",En el año las exportaciones alcanzaron los millones de dólares con un incremento del en relación a,17
"Los principales destinos fueron Estados Unidos con 30,4% y [[China]] con 10,9% de las exportaciones.",Los principales destinos fueron Estados Unidos con y China con de las exportaciones,13
Las partidas enviadas se incrementaron desde 4.200 en [[2004]] a más de cinco mil durante [[2005]].,Las partidas enviadas se incrementaron desde en a más de cinco mil durante,13
"Para el año [[2006]] se espera que las exportaciones continúen su ciclo expansivo y superen los 23.000 mil millones de dólares (Ministerio de Comercio Exterior y Turismo), un incremento de más del 35% con respecto al 2005.",Para el año se espera que las exportaciones continúen su ciclo expansivo y superen los mil millones de dólares un incremento de más del con respecto al,27
"Según la revista The Economist ([[noviembre]] 2005), el Perú es el sexto país con mayor crecimiento económico en el mundo, y según el Banco Mundial el quinto país con el mayor crecimiento exportador.",Según la revista The Economist el Perú es el sexto país con mayor crecimiento económico en el mundo y según el Banco Mundial el quinto país con el mayor crecimiento exportador,31
"En el [[2005]] ha logrado finalizar satisfactoriamente las conversaciones para un Tratado de Libre Comercio Perú - EE.UU., que espera la aprobación del congreso estadounidense.",En el ha logrado finalizar satisfactoriamente las conversaciones para un Tratado de Libre Comercio Perú EEUU que espera la aprobación del congreso estadounidense,23
"Mantiene además, Tratados de Libre Comercio (TLC) con la Comunidad Andina (conformada por [[Colombia]], [[Ecuador]] y [[Bolivia]]) y con algunos miembros del Mercosur y un Tratado de Libre Comercio Perú - Tailandia.",Mantiene además Tratados de Libre Comercio con la Comunidad Andina y con algunos miembros del Mercosur y un Tratado de Libre Comercio Perú Tailandia,24
"Durante la cumbre de la APEC [[2005]], comenzaron diálogos para un TLC con [[Corea del Sur]], [[China]], [[Japón]], [[Singapur]] y otros países.",Durante la cumbre de la APEC comenzaron diálogos para un TLC con Corea del Sur China Japón Singapur y otros países,21
La [[Unión Europea]] busca también un TLC con el Perú y las negociaciones ya han sido entabladas.,La Unión_Europea busca también un TLC con el Perú y las negociaciones ya han sido entabladas,16
"[[La]] nueva tendencia exportadora del [[Perú]] se está extendiendo a rubros tan disímiles como heladería, embarcaciones de lujo, gaseosas, vestimenta típica, computadoras, perfumes y joyería, según el [[Ministerio de Comercio]] Exterior y Turismo.",La nueva tendencia exportadora del Perú se está extendiendo a rubros tan disímiles como heladería embarcaciones de lujo gaseosas vestimenta típica computadoras perfumes y joyería según el Ministerio de Comercio Exterior y Turismo,33
"Durante el 2005 la economía peruana se expandió en 6,67 % (""cifras oficiales del INEI"") con lo que el nivel del PBI llegó a [[U$S]] 165,7 miles de millones, llevando al PBI per cápita a [[U$S]] 6350.",Durante el la economía peruana se expandió en con lo que el nivel del PBI llegó a US miles de millones llevando al PBI per cápita a US,28
"Se estima que el [[PBI]] crecerá un 7% durante 2006, llegando a [[U$S]] 177,3 mil millones ([[U$S]] 6750 per cápita).",Se estima que el PBI crecerá un durante llegando a US mil millones,13
[[Medios]] de [[comunicación]] del [[Perú]].,Medios de comunicación del Perú,5
"Miembro del Partito democratico, ele ya representa con el [[Illinois]] na Senado del SUA de 2005 a 2008.",Miembro del Partito democratico ele ya representa con el Illinois na Senado del SUA de a,16
"Eswatini (""Umbuso weSwatini"", ""Kingdom of Eswatini"") es un pais na [[Africa]] con las sus maga frontieras ay con [[Sudafrica]] y [[Mozambique]].",Eswatini es un pais na Africa con las sus maga frontieras ay con Sudafrica y Mozambique,16
"Jorge Mario Bergoglio (ta nacido el 17 de Decembre de 1936, Buenos Aires, [[Argentina]]) es el papa católica, Papa Francisco.",Jorge Mario Bergoglio es el papa católica Papa Francisco,9
"Albania (""Republika e Shqipërisë"") es un pais na [[Europa]] con las sus maga frontieras ay con [[Montenegro]] al noroeste, con [[Kosovo]] al noreste, con la [[Macedonia del Norte]] al este y con [[Grecia]] por el sur y el sureste.",Albania es un pais na Europa con las sus maga frontieras ay con Montenegro al noroeste con Kosovo al noreste con la Macedonia del Norte al este y con Grecia por el sur y el sureste,36
"""Demi"" Diometria Devonne Lovato (ta nacida el 20 de [[agosto]] 1992) es una cantante y actriz es estadounidense.",Demi Diometria Devonne Lovato es una cantante y actriz es estadounidense,11
"Hindi (Devanāgarī: हिन्दी o [[हिंदी]], IAST: Hindi, IPA: [ɦɪndi ː] ese el nombre hay ya dale na maga diversado lenguaje de indo-aria, maga dialecto, y maga registro de lenguaja que ay habla na norte y centro del [[India]], [[Pakistán]], [[Fiji]] , [[Mauritius]] y [[Suriname]].",Hindi Devanāgarī हिन्दी o हिंदी IAST Hindi IPA ɦɪndi ː ese el nombre hay ya dale na maga diversado lenguaje de indoaria maga dialecto y maga registro de lenguaja que ay habla na norte y centro del India Pakistán Fiji Mauritius y Suriname,43
"El Hindi ese el uno de 22 lenguaje oficial de [[India]], una de mga lenguaje oficial del [[Gobierno de India]] de [[Unión]] y na mga estado del [[India]].",El Hindi ese el uno de lenguaje oficial de India una de mga lenguaje oficial del Gobierno de India de Unión y na mga estado del India,27
"El lenguaje Hindi amo el primer medium del maga felicula que se llama popularmente como Bollywood, que hay concentra na ciudad de [[Mumbai]], y tambien na otro forma del entretenemiento adentro de [[India]].",El lenguaje Hindi amo el primer medium del maga felicula que se llama popularmente como Bollywood que hay concentra na ciudad de Mumbai y tambien na otro forma del entretenemiento adentro de India,33
"Liège (en lengua neerlandés: Luik), es un ciudad que ya situá en [[Bélgica]] que tiene un populacion de 194.715 maga gente ([[2011]]).",Liège es un ciudad que ya situá en Bélgica que tiene un populacion de maga gente,16
Vida juventud y [[unión]].,Vida juventud y unión,4
Aquino naci ya el 6 de enero de 1812 en [[Caloocan]].,Aquino naci ya el de enero de en Caloocan,9
"Después de que los Estados Unidos tomaran el control de las [[Filipinas]] en 1898, Aquino, como otros exilios, volvió a Filipinas hasta su muerte la 2 de marzo, 1919 en la edad de 107.",Después de que los Estados Unidos tomaran el control de las Filipinas en Aquino como otros exilios volvió a Filipinas hasta su muerte la de marzo en la edad de,30
"Aquino naci ya el 6 de enero, 1812 en [[Caloocan]].",Aquino naci ya el de enero en Caloocan,8
"Después de que los Estados Unidos tomaran el control de las [[Filipinas]] en 1898, Aquino, como otros exilios, volvió a Filipinas hasta su muerte la 2 de marso, 1919 en la edad de 107.",Después de que los Estados Unidos tomaran el control de las Filipinas en Aquino como otros exilios volvió a Filipinas hasta su muerte la de marso en la edad de,30
"Estocolmo (Stockholm) es un ciudad de [[Suecia]], tiene un populacion de 942,370 maga gente ([[2008]]).",Estocolmo es un ciudad de Suecia tiene un populacion de maga gente,12
"El Ciudad de Santiago es el capital de [[Chile]] y el ciudad mas grande del país, tambien es un del ciudad capital mas austral de [[America]].",El Ciudad de Santiago es el capital de Chile y el ciudad mas grande del país tambien es un del ciudad capital mas austral de America,26
"Area metropolitana del ciudad tiene un populacion 7,314,176 gente ([[2015]]).",Area metropolitana del ciudad tiene un populacion gente,8
" Si Rowan Sebastián Atkinson (n. Enero 6, [[1955]]) ay un comediante na [[Inglatera]].",Si Rowan Sebastián Atkinson ay un comediante na Inglatera,9
"Si Miguel de Cervantes Saavedra, nacido el 29 de septiembre 1547 na [[Alcalá de Henares]] (Castilla y León) y fallecido en [[Madrid]] el 22 de abril 1616, ya es un escritor español, autor de ""Don Quijote de la Mancha.""",Si Miguel de Cervantes Saavedra nacido el de septiembre na Alcalá_de_Henares y fallecido en Madrid el de abril ya es un escritor español autor de Don Quijote de la Mancha,30
