text,text_preprocessed,LEN
"Em i stadim [[Indo-Yuropien famili bilong tokples]] na em i lukluk histori bilong [[Tok Krowesia]], Baltik famili bilong tokples, Slavik famili bilong tokples, Keltik famili bilong tokples na mo tokples long Kokesen.",Em i stadim IndoYuropien_famili_bilong_tokples na em i lukluk histori bilong Tok Krowesia Baltik famili bilong tokples Slavik famili bilong tokples Keltik famili bilong tokples na mo tokples long Kokesen,29
"Em i bin stadim lingwistikis na [[pilosopi]] na em i bin dokta save long lingwistikis (yia [[1995]]) (Tok Inglis: ""A Theory of Textual Reconstruction in Indo-European Linguistics"").",Em i bin stadim lingwistikis na pilosopi na em i bin dokta save long lingwistikis,15
"Em i memba long Akademi bilong Krowesia long save na tumbuna (Tok Inglis: ""The Croatian Academy of Sciences and Arts"", [[Tok Krowesia]]: ""Hrvatska akademija znanosti i umjetnosti""; yia 2012).",Em i memba long Akademi bilong Krowesia long save na tumbuna,11
"Em i raitim plani pepa long save ([[Tok Krowesia]], Tok Inglis, Tok Rasian na moa).",Em i raitim plani pepa long save,7
"Em i tanim i bikpela samting pepa long [[Tok Latin]], [[Tok Gris]], [[Tok Lituwenia]], Tok Hitait, [[Tok Aialan]], Tok Wels, Tok Inglis na moa.",Em i tanim i bikpela samting pepa long Tok_Latin Tok Gris Tok Lituwenia Tok Hitait Tok Aialan Tok Wels Tok Inglis na moa,23
Tok Belaras emi [[tokples]] bilong kantri Belaras.,Tok Belaras emi tokples bilong kantri Belaras,7
Sauli Niinistö (Ogas 24 [[1948]]) em i presiden bilong kantri [[Pinlan]].,Sauli Niinistö em i presiden bilong kantri Pinlan,8
"Em kam long 2012, bihain ol rausim [[Tarja Halonen]] pinis.",Em kam long bihain ol rausim Tarja_Halonen pinis,8
"Thales ([[Tok Gris]]: ""Θαλῆς"") i man bilong [[pilosopi]] long [[Gris]].",Thales i man bilong pilosopi long Gris,7
.భారత్ em i Intanet kod bilong kantri [[India]].,భారత్ em i Intanet kod bilong kantri India,8
"Mosko o Moskva (, ) em i kapitol bilong [[Rasia]].",Mosko o Moskva em i kapitol bilong Rasia,8
"Bendago stap wanpela biktaun bilong [[Viktoria]], [[Ostrelia]].",Bendago stap wanpela biktaun bilong Viktoria Ostrelia,7
Novemba i [[mun]] namba wanpela ten wan bilong [[yia]] long Kalenda Pop Gregori.,Novemba i mun namba wanpela ten wan bilong yia long Kalenda Pop Gregori,13
Dispela mun i gat 30 [[de]] tasol.,Dispela mun i gat de tasol,6
"Nem Novemba i kam long Novem, i min ""namba nain"" long [[tok Latin]], olsem wanem dispela Mun i bin Mun namba nain long kalenda bilong ol Roma, taim bipo tru.",Nem Novemba i kam long Novem i min namba nain long tok_Latin olsem wanem dispela Mun i bin Mun namba nain long kalenda bilong ol Roma taim bipo tru,29
Marburg em i taun bilong [[kantri]] [[Siamani]] long [[Yurop]].,Marburg em i taun bilong kantri Siamani long Yurop,9
Honshu em i bikpela ailan long [[Siapan]].,Honshu em i bikpela ailan long Siapan,7
Madrid i kapitol bilong [[Spen]].,Madrid i kapitol bilong Spen,5
Polan (; ) em i wanpela [[kantri]] long [[Yurop]].,Polan em i wanpela kantri long Yurop,7
Saut Ailan em i wanpela bikpela ailan bilong sauten [[Niu Silan]].,Saut Ailan em i wanpela bikpela ailan bilong sauten Niu_Silan,10
Ista Ailan ([[Tok Spen]]: Isla de Pascua) emi ailan long [[Osenia]] bilong Chile.,Ista Ailan emi ailan long Osenia bilong Chile,8
.சிங்கப்பூர் em i Intanet kod bilong kantri [[Singapore]].,சிங்கப்பூர் em i Intanet kod bilong kantri Singapore,8
.भारत em i Intanet kod bilong kantri [[India]].,भारत em i Intanet kod bilong kantri India,8
.இந்தியா em i Intanet kod bilong kantri [[India]].,இந்தியா em i Intanet kod bilong kantri India,8
Wabag Central i wanpela district long [[Enga]].,Wabag Central i wanpela district long Enga,7
Kapitol na taun bikpela tumas bilong en i [[Wabag]].,Kapitol na taun bikpela tumas bilong en i Wabag,9
.中国 em i Intanet kod bilong kantri [[Ol Manmeri Ripablik bilong Saina]].,中国 em i Intanet kod bilong kantri Ol_Manmeri_Ripablik_bilong_Saina,8
Noten Aialan emi wanpela [[kantri]] bilong [[Yurop]].,Noten Aialan emi wanpela kantri bilong Yurop,7
"[[Inglan]], [[Skotlan]], [[Wels]] na Noten Aialan wantaim i mekim [[Yunaitet Kingdom]].",Inglan Skotlan Wels na Noten Aialan wantaim i mekim Yunaitet Kingdom,11
Noten Aialan i wanpela [[kantri]] long [[ailan]] [[Aialan]].,Noten Aialan i wanpela kantri long ailan Aialan,8
Yia 1940 (MCMXLVI) i stat long [[Mande]] long kalenda bilong Gregori.,Yia i stat long Mande long kalenda bilong Gregori,9
"Famili bilong Kumul (""Paradisaeidae"") em i wanpela pisin famili husait i stap long [[Niugini]] na [[Ostrelia]].",Famili bilong Kumul em i wanpela pisin famili husait i stap long Niugini na Ostrelia,15
Talin i kapitol bilong [[Estonia]].,Talin i kapitol bilong Estonia,5
"Tailan (Tok Tai: ประเทศไทย ""Prathet Thai"") emi wanpela [[kantri]] long [[Esia]].",Tailan emi wanpela kantri long Esia,6
[[Kapitol]] bilong em i Bangkok.,Kapitol bilong em i Bangkok,5
.рф em i Intanet kod bilong kantri [[Rasia]].,рф em i Intanet kod bilong kantri Rasia,8
"Em i bin namba wan keis long Papua Niugini blong man husat go long [[Spen]], na husat em i gat 45 krismas.",Em i bin namba wan keis long Papua Niugini blong man husat go long Spen na husat em i gat krismas,21
Em i bin isolated insait long [[Lae]].,Em i bin isolated insait long Lae,7
.ws em i Intanet kod bilong kantri [[Samoa]].,ws em i Intanet kod bilong kantri Samoa,8
Vienna em i taun bikpela tumas bilong [[kantri]] [[Ostria]] long [[Yurop]].,Vienna em i taun bikpela tumas bilong kantri Ostria long Yurop,11
"Sintakis i wanpela save bilong [[grama]], o save long yusim wanpela tokples.",Sintakis i wanpela save bilong grama o save long yusim wanpela tokples,12
"Malgrat de Mar emi wanpela taun long Barcelona provins, Katalonia, [[Spen]].",Malgrat de Mar emi wanpela taun long Barcelona provins Katalonia Spen,11
"Tok Gris (ελληνική γλώσσα ""Hellenike glossa"") long olpela tok Gris, ""Elleniki Glossa"" long niupela tok Gris) emi wanpela [[tokples]] long kantri [[Gris]].",Tok Gris long olpela tok Gris Elleniki Glossa long niupela tok Gris emi wanpela tokples long kantri Gris,18
"Plak bilong ol Pitkern Ailan i mak olsem ofisel plak bilong stet long Epril 2, [[1984]].",Plak bilong ol Pitkern Ailan i mak olsem ofisel plak bilong stet long Epril,14
Trojany emi wanpela peles long kantri [[Polan]].,Trojany emi wanpela peles long kantri Polan,7
"Sampela manmeri i mekim narapela tokples, wankain olsem [[Esperanto]] na Klingon, tokples long progrem, na planti foamalisim long masematikis.",Sampela manmeri i mekim narapela tokples wankain olsem Esperanto na Klingon tokples long progrem na planti foamalisim long masematikis,19
"Ol tokples i gat [[famili bilong tokples]], o lain long em.",Ol tokples i gat famili_bilong_tokples o lain long em,9
Barack Hussein Obama II i presiden bilong [[Ol Yunaitet Stet]].,Barack Hussein Obama II i presiden bilong Ol_Yunaitet_Stet,8
"Plak bilong [[Nauru]] i mak olsem ofisel plak bilong kantri long Janueri 31, [[1968]].",Plak bilong Nauru i mak olsem ofisel plak bilong kantri long Janueri,12
Yia 7 (VII) i stat long [[Sarere]] long kalenda bilong Gregori.,Yia i stat long Sarere long kalenda bilong Gregori,9
Tagbanwa o Tagbanwa em i manmeri husat i stap long [[Palawan]] long taim bipo.,Tagbanwa o Tagbanwa em i manmeri husat i stap long Palawan long taim bipo,14
Central Tagbanwa i stap long wes na is long namel blong [[Palawan]].,Central Tagbanwa i stap long wes na is long namel blong Palawan,12
"Em i stap long municiplaity blong [[Aborlan]], Quezon na [[Puerto Princesa City]].",Em i stap long municiplaity blong Aborlan Quezon na Puerto Princesa City,12
Nepal em i wanpela [[kantri]] long [[Esia]].,Nepal em i wanpela kantri long Esia,7
[[Kapitol]] long emi [[Kathmandu]].,Kapitol long emi Kathmandu,4
Woitape i wanpela lokol gavman eria long [[Sentral Provins]].,Woitape i wanpela lokol gavman eria long Sentral_Provins,8
"Gris (), (Ellada) emi wanpela kantri bilong [[Yurop]].",Gris emi wanpela kantri bilong Yurop,6
[[Gris]] i gat planti ailan long en.,Gris i gat planti ailan long en,7
 <ns>0</ns>  <revision></revision>  <parentid>81159</parentid>  <timestamp>2014-03-26T21:28:53Z</timestamp>  <contributor></contributor>  <username>FSV</username>    <comment>Reverting CommonsDelinker</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Pécs em i wanpela siti bilong Kaunti Baranya long [[Hangari]].,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameFSVusername commentReverting CommonsDelinkercomment modelwikitextmodel formattextxwikiformat Pécs em i wanpela siti bilong Kaunti Baranya long Hangari,20
.bn em i Intanet kod bilong kantri [[Brunai]].,bn em i Intanet kod bilong kantri Brunai,8
The Beatles i paspas bilong [[Bikpela Briten]].,The Beatles i paspas bilong Bikpela_Briten,6
Giana em i wanpela [[kantri]] long [[Saut Amerika]].,Giana em i wanpela kantri long Saut Amerika,8
[[Kapitol]] long emi Georgetown.,Kapitol long emi Georgetown,4
Rasia (; ) em i wanpela [[kantri]] long [[Yurop]] na [[Esia]].,Rasia em i wanpela kantri long Yurop na Esia,9
"Kinsale i wanpela ples klostu long solwara long [[Kaunti Cork]], long [[Aialan]].",Kinsale i wanpela ples klostu long solwara long Kaunti_Cork long Aialan,11
"Gamelan em i wanpela musik bilong [[Indonisia]], long ailan [[Jawa]] na ailan [[Bali]].",Gamelan em i wanpela musik bilong Indonisia long ailan Jawa na ailan Bali,13
"Ottawa em i [[kapitol]] bilong [[Kanada]], na ol opis bilong nesenal [[gavman]] i stap long Ottawa.",Ottawa em i kapitol bilong Kanada na ol opis bilong nesenal gavman i stap long Ottawa,16
Yia 1941 (MCMXLI) i stat long [[Trinde]] long kalenda bilong Gregori.,Yia i stat long Trinde long kalenda bilong Gregori,9
Em i stat long [[Tunde]] long kalenda bilong Gregori.,Em i stat long Tunde long kalenda bilong Gregori,9
"Michael Schumacher, mama i karim 3 January [[1969]] is Formula One draiva bilong German.",Michael Schumacher mama i karim January is Formula One draiva bilong German,12
"Kalambain haiskul sutim bin i stap wanpela sutim bilong skul long Epril 20, 1999 long [[Kolorado]], Yunaitet Stet.",Kalambain haiskul sutim bin i stap wanpela sutim bilong skul long Epril long Kolorado Yunaitet Stet,16
Euro em i [[mani]] bilong eurozone.,Euro em i mani bilong eurozone,6
"Dispela nem euro em i kam long nem ""Europa"", mining [[Yurop]].",Dispela nem euro em i kam long nem Europa mining Yurop,11
Plak bilong [[Spen]] i mak olsem ofisel plak bilong kantri long 6 Disemba 1978.,Plak bilong Spen i mak olsem ofisel plak bilong kantri long Disemba,12
The Who i paspas bilong [[Bikpela Briten]].,The Who i paspas bilong Bikpela_Briten,6
Tok Saina i stap wanpela [[tokples]] bilong Saina.,Tok Saina i stap wanpela tokples bilong Saina,8
"I stap wanpela ofisel tokples long Saina, [[Taiwan]], [[Hong Kong]], [[Makau]] na Singapo; na bikpela namba long [[Malesia]], [[Tailan]], [[Filipin]], Indonesia, [[Ostrelia]], Yunaitet Stet, [[Niu Silan]] na narapela kantri.",I stap wanpela ofisel tokples long Saina Taiwan Hong Kong Makau na Singapo na bikpela namba long Malesia Tailan Filipin Indonesia Ostrelia Yunaitet Stet Niu Silan na narapela kantri,29
.бг em i Intanet kod bilong kantri [[Balgeria]].,бг em i Intanet kod bilong kantri Balgeria,8
"[[Poznan]] (Tok Inglis: [[Poznan]], Tok [[Polan]]: [[Poznań]]) emi big citi bilong kantri [[Polan]] (wes).",Poznan emi big citi bilong kantri Polan,7
"Tok Abau emi wanpela tok ples bilong [[Papua Niugini]], long [[Sandaun]] provins.",Tok Abau emi wanpela tok ples bilong Papua_Niugini long Sandaun provins,11
"Bikpela Briten (""Great Britain"" long Tok Inglis) i [[ailan]] long [[Yurop]].",Bikpela Briten i ailan long Yurop,6
[[Bikpela Briten]] i gat tripela kantri: Dispela tripela kantri bilong Yunaitet Kingdom long Bikpela Briten na Not Aialan,Bikpela_Briten i gat tripela kantri Dispela tripela kantri bilong Yunaitet Kingdom long Bikpela Briten na Not Aialan,17
"Georg Wilhelm Friedrich Hegel (Ogas 27, 1770–Novemba 14, [[1831]]) i man bilong [[pilosopi]] bilong kantri [[Siamani]].",Georg Wilhelm Friedrich Hegel i man bilong pilosopi bilong kantri Siamani,11
"Hegel tingting pilosopi bilong nau igat planti kontradikisen na tensen, wankain olsem subjekt na objekt long save, save na [[lotu]], o enlaitenmen na romantisisim.",Hegel tingting pilosopi bilong nau igat planti kontradikisen na tensen wankain olsem subjekt na objekt long save save na lotu o enlaitenmen na romantisisim,24
"Almazán em i wanpela taun long Soria provins, Castile na León, [[Spen]].",Almazán em i wanpela taun long Soria provins Castile na León Spen,12
Kyushu (o Kiusiu) em i bikpela ailan long [[Siapan]].,Kyushu em i bikpela ailan long Siapan,7
"Blupela kumul (), (Paradisaea rudolphi) em i bikpela liklik [[kumul]].",Blupela kumul em i bikpela liklik kumul,7
"Plak bilong Nofok Ailan i mak olsem ofisel plak bilong hap-kantri long Janueri 17, [[1980]].",Plak bilong Nofok Ailan i mak olsem ofisel plak bilong hapkantri long Janueri,13
Wikipidia em i bikpela [[ensaiklopedia]] long [[Intanet]].,Wikipidia em i bikpela ensaiklopedia long Intanet,7
"[[العربية]] • Deutsch • English • Español • [[Français]] • Polski • Italiano • [[Nederlands]] • ガンからジョー • Português • Русский • Binisaya • Svenska • Українська • Việt / 越南語 • Winaray • 中文 100,000+ artikls.",العربية • Deutsch • English • Español • Français • Polski • Italiano • Nederlands • ガンからジョー • Português • Русский • Binisaya • Svenska • Українська • Việt 越南語 • Winaray • 中文 artikls,35
Afar ŌĆó Choctaw ŌĆó Ebon ŌĆó [[Hiri]] Motu ŌĆó Kanuri ŌĆó Kuanyama ŌĆó Muskogee ŌĆó Oshiwambo ŌĆó Otsiherero ŌĆó tlhIngan Hol / ’[[Żż’ŻŚ’Ż£’ŻÉ’Żø]] ’Ż¢’ŻØ’ŻÖ ŌĆó tokipona ŌĆó ĻåćĻēÖ,Afar ŌĆó Choctaw ŌĆó Ebon ŌĆó Hiri Motu ŌĆó Kanuri ŌĆó Kuanyama ŌĆó Muskogee ŌĆó Oshiwambo ŌĆó Otsiherero ŌĆó tlhIngan Hol ’ Żż ’ ŻŚ ’ Ż£ ’ ŻÉ ’ Żø ’ Ż¢ ’ ŻØ ’ ŻÖ ŌĆó tokipona ŌĆó ĻåćĻēÖ,41
"Mama i karim [[Septemba]] 15, 1965.",Mama i karim Septemba,4
em i Intanet kod bilong kantri [[Jordan]].,em i Intanet kod bilong kantri Jordan,7
"Melanesia emi subrijen long [[Osenia]] long westen Pasifik solwara long Afarura solwara, na long Fiji.",Melanesia emi subrijen long Osenia long westen Pasifik solwara long Afarura solwara na long Fiji,15
"Adalet stap wanpela biktaun bilong [[Saut Ostrelia]], [[Ostrelia]].",Adalet stap wanpela biktaun bilong Saut_Ostrelia Ostrelia,7
Madang (old German name: Friedrich-Wilhelmshafen) em i [[Kapitol]] na taun bikpela tumas bilong Madang Provins long [[Papua Niugini]].,Madang em i Kapitol na taun bikpela tumas bilong Madang Provins long Papua Niugini,14
.bg em i Intanet kod bilong kantri [[Balgeria]].,bg em i Intanet kod bilong kantri Balgeria,8
"Yelo emi wanpela taun long Soria provins, Castile na León, [[Spen]].",Yelo emi wanpela taun long Soria provins Castile na León Spen,11
Em i gat planti bikpela magani long [[Ostrelia]] na long [[Niugini]] tu.,Em i gat planti bikpela magani long Ostrelia na long Niugini tu,12
Em i stap 8km long [[Yerusalem]].,Em i stap km long Yerusalem,6
"Long [[Nupela Testamen]], Maria i karim [[Jisas]] long taun Betlehem long distrik Judia long taim Herot i stap king.",Long Nupela_Testamen Maria i karim Jisas long taun Betlehem long distrik Judia long taim Herot i stap king,18
Takuu emi wanpela ailan long [[Papua Niugini]].,Takuu emi wanpela ailan long Papua_Niugini,6
"Brisbin stap wanpela biktaun bilong [[Kwinslan]], [[Ostrelia]].",Brisbin stap wanpela biktaun bilong Kwinslan Ostrelia,7
"Mama i karim [[Ogas]] 25, 1948.",Mama i karim Ogas,4
Tok Frens i tokples bilong planti [[kantri]] long graun.,Tok Frens i tokples bilong planti kantri long graun,9
Asples bilong em i kantri [[Frens]].,Asples bilong em i kantri Frens,6
.om em i Intanet kod bilong kantri [[Oman]].,om em i Intanet kod bilong kantri Oman,8
"Planti taim, kapitol em i bikpela taun tumas bilong kantri, olsem long PNG: [[Pot Mosbi]] em i kapitol na bikpela taun tumas tu.",Planti taim kapitol em i bikpela taun tumas bilong kantri olsem long PNG Pot_Mosbi em i kapitol na bikpela taun tumas tu,22
"Tasol long sampela kantri, wanpela taun em i kapitol, na narapela em i bikpela taun tumas, olsem [[Amerika]]: Washington em i kapitol, tasol New York em i bikpela taun tumas.",Tasol long sampela kantri wanpela taun em i kapitol na narapela em i bikpela taun tumas olsem Amerika Washington em i kapitol tasol New York em i bikpela taun tumas,30
"Sapos you laik lukluk long pes bilong [[Estronomi]] bilong Graun tasol, lukim [[Giraun]].""",Sapos you laik lukluk long pes bilong Estronomi bilong Graun tasol lukim Giraun,13
[[Wol]] em i ples we olgeta man o meri i stap.,Wol em i ples we olgeta man o meri i stap,11
Nau samting olsem 7000 milien manmeri i stap long [[wol]].,Nau samting olsem milien manmeri i stap long wol,9
Wol i gat planti [[kantri]] long faifpela [[kontinen]] na planti solwara.,Wol i gat planti kantri long faifpela kontinen na planti solwara,11
Nem bilong save bilong [[Wol]] na olgeta kain ples na graun emi [[Save long giraun]] ().,Nem bilong save bilong Wol na olgeta kain ples na graun emi Save long giraun,15
Emi tokples bilong klostu olgeta manmeri long kantri [[Itali]] insait long [[Yurop]].,Emi tokples bilong klostu olgeta manmeri long kantri Itali insait long Yurop,12
"Nem bilong dispela [[tokples]] long Tok Itali emi ""italiano"", na nem bilong en long Tok Inglis emi ""Italian"".",Nem bilong dispela tokples long Tok Itali emi italiano na nem bilong en long Tok Inglis emi Italian,18
