	Clean_Content	Human_Label
3913	shey una don ready. coming through today .  host  .	positive
5358	sound on... come on chelsea!	positive
11692	ft: manutd 4 vs chelsea 0. e bad for us today. dem welcome frank lampard enta premier league today.	neutral
3630	anoda level  di current world number 1 fise montpellier - bmx street champion share some freestyle. abeg oooo, make una no try am for house o.	positive
2720	so dey trend on social media after arsenal announce say dem sack unai emery. wetin you want for united? ole in or ole out	positive
1328	national livestock transformation plan: yesterday na ruga, today na nltp	neutral
11145	cameroon lebialem fons say insecurity increase afta national dialogue	negative
13170	yes o my people, i hope say una dey enjoy una day cos gospel vibes don land again o with  on top pidgin radio. and the ogbonge songs wey enter our top ten gospel songs of the week be.... 10. aa dara by…	positive
9566	we no go talk about harry maguire again. anything e like, make e do.	positive
8838	na wetin, na draw we draw, we no commot!	positive
2038	some pipo still di miss afta ship accident for bakassi wata as deh as deh komot nigeria for go tiko for cameroon.	negative
5139	trump meet man from kenya wey win 2019 world best teacher	positive
1811	secret handshakes spotted... 🤝 whose is better?	positive
11462	we don lose jare.	positive
11045	61 mins: mee don collect yellow card for hin tackle on james.	positive
13043	this ref na ojoro master!	negative
2369	jose mourinho talk say man united players be yahoo boys.	positive
2169	fg dey plan do dia own bbnaija show?	neutral
13867	which value luke shaw dey add to man united? if you sabi the answer, reply us.	positive
860	we dey hear say junior agogo don change address. chai, mmake he go well! our hearts dey with our ghanaian fans.	positive
4042	pesin wey be visual artist, speed painter and also a medical doctor, wetin you go call dis kain pesin? adefemi gbadamosi wey be fola david sidon to show and tell us ho him dey take do all dis tins togeda.	neutral
3010	next year case for seven 'killer' soldiers go komot for open court	positive
1507	why we never release el zakzaky - presidency	neutral
8863	lampard yarn say dis win na ogbonge deal but he dey challenge him team to now dey consistent, with the southampton game wey dey come shapaly.	positive
3670	so, make pastor  &amp; hin russian choirs com sonsh us di closing prayer wit soco special number.	positive
1366	chong pass give james, e shoot! na over the bar.	positive
5076	wetin next for imo state new govnor hope uzodinma?	neutral
1868	oya make you listen to the only wey dey play you % naija music. celebrities interview for listen via (link:  . no forget promote your song. advertise call 08111356509	positive
7064	first british pesin to travel go space say aliens exist and dem fit dey here on earth	negative
7783	the game don start.	positive
6517	di music of love don get new instrument for 🇬🇭 raise you hand if you play wit di wen you be pikin. to watch di full video, go here:  l	positive
7923	tomorrow tomorrow two powerful event dey . which one you go turn up. listen via	positive
6071	that’s time. 0 - 1 france came into this match &amp; the tournament as favourites but nigeria held them and held the…	negative
3645	today na matchday 🆚 hellas verona ️ stadio bentegodi ⏰ 8:45pm (naija time) ⃣	neutral
4297	you be national team coach, world class players dey your midfield &amp; defence. your attack options na: lukaku, rashford…	positive
3779	e remain ole	positive
10235	roma admin: a weekend without a roma match is pointless roma women admin:	positive
2345	nigeria police spoil bank robbers show for mpape	positive
11576	na our squad wey wan face az alkmaar: romero, grant, kovar, laird, tuanzebe, jones, maguire, williams, young, fre…	positive
9803	afcon 2021 qualifiers: partey, kudus goals give ghana 2-0 victory over south africa	neutral
9958	lampard yarn say the key na say we dey move ball through central midfield shapaly and dat na ogbonge thing wey jorginho and kovacic's midfield dey do. he con hama say wetin dem dey do for training evri day. na so e be for baba ginjah mouth.	positive
7682	woman wey flog small boy lock am inside dog house go ansa case for court	negative
10457	garba shehu gbas gbos with femi falana ontop buhari 'third term plan'	negative
4962	48' westham don score.	positive
9674	nigeria police gbab man wey kill pesin wey flash am wit okada light	positive
9989	man utd never lose any of the previous 170 premier league games wey dem bin dey 2+ goals ahead for half-time (w167 d3), as man city never win any of dem previous 51 matches when dem dey lose at dah interval by big margin for the competition (d1 l50).	positive
9865	morning abeg check your dm	positive
7158	congratulobia	positive
13516	sweet game as we knack perugia 3 - 1 dis night. our next level for pre-season na lille of france 🇫🇷 on saturday!	positive
5328	“student use dead policeman weapon cause panic for port harcourt school” - police	negative
4105	"rwanda don launch ""first-made-in-africa"" smartphone"	positive
693	the way tension dey catch me ehn, i fit piss for body.	positive
5319	omo, new year jollification carry peter drury go one side today.	positive
4969	rapist read poem give im seven-year-old victim inside court	negative
699	atiku vs buhari supreme court don dismiss atiku appeal say 'e no get merit'	negative
12366	15' mount you for pass give your neighbor but he no like him neighbor con go faya shot wey no get head.	negative
13564	jose mourinho gist untop arsenal na just gossip - see di koko tonight if unai emery play mesut ozil against liverpool tonight, wetin di ft score go be?	positive
12589	the way i dress should is not a guarantee that you should rape me-protesters	negative
5237	86' wolves don score again. we gats work for our back and dis 2nd half sleep wey dem dey sleep.	positive
7437	we go win tonight! like if you agree	positive
13366	ft: southampton 1 vs 4. abraham , mount , kante and batshuayi . match sweet. lampard dey try for dis team.	positive
7723	wetin una dey eect from una ministers? nigerians don tok dia own -	neutral
6505	mark am today, just as history repeat e sef, one of these things must happen to sanusi lamido, di former emir of kano. which one you think say go first happun?	neutral
12817	america ban cameroon military official jean claude ango ango for seka bush meat trade corruption	negative
11254	before modern games dem come popular, which of dis games( ludo, ayo, draught, snakes and ladder) you bin gbadu pass?	neutral
10785	: south africa president ramaphosa don apologise to nigeria president buhari	positive
2997	try get ova am, the thing pain wella. but we gats move on.	positive
13879	victor lindelof, rojo, wan bissaka and williams dey train.	neutral
8830	manchester city fit get uefa ban from champions league for one season	negative
9961	3' demiral don tear net for juventus. 🤦‍ 0⃣-1⃣	negative
6983	: de two suspects who be men, report dema bodi to di emergency unit for one hospital inside accra - health officials confam dis tori	negative
8861	when the boss says you can leave the office early on christmas eve...	positive
13567	oya song for we radio follow  cc	positive
5490	na david de gea do error wey lead to the own goal. but na luke shaw wey cause the corner. who we go blame? de gea or shaw or var	positive
13287	ghana 🇬🇭 stop foreigners, cameroon 🇨🇲 go do same?	neutral
2889	prez akufo-addo give 126 african diaspora citizenship as part of 'year of return' celebration.	positive
3905	e be like say de gea don injure.	positive
84	ole go dey demand 99% performance from academy boys if dem wan make starting xi but e go dey demand 30% from hin usual…	positive
6901	oya good morning hustle make money till your bank come meet you make you borrow dem money. 	positive
4662	: roma admin, abeg follow back o. we dey gbadun una wella. roma admin:	positive
3573	tottenham go face bayern munich, liverpool dey with napoli	neutral
11038	weda you dey or or na wey you wan face, na one question we get for you. how market?	neutral
7429	dem don nominate senator ali ndume for di position of senate president too and him dey give speech now	neutral
8920	wetin weak you na? shey we neva buy one player? the thing dey weak us hia, naim make us carry pinshure of wia lampard weak too.	neutral
9889	daniel james be our best signing post sir alex. if you wan talk about price tags	positive
714	egypt's mohammed morsi: dem don bury di former president wey die for court	negative
12809	"watch live di symposium wia dem dey discuss ""democracy, state repression &amp; di state of insecurity in nigeria."""	neutral
10938	see all di new travel restrictions nigeria give last night to battle covid-19 virus.	positive
9686	where my people dey please somebody pass me fufu or eba , stop dulling and place your order jare, lagoscho…	positive
