text,text_preprocessed,k10_label
Henry Jaynes Fonda (16 Mei 1905 – 12 Ogis 1982) em i akta blong [[Yunaeted Stet blong Amerika]].,Henry Jaynes Fonda em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Martin Fitzgerald Lawrence (boen 16 Epril 1965) i akta blong [[Yunaeted Stet blong Amerika]].,Martin Fitzgerald Lawrence i akta blong Yunaeted_Stet_blong_Amerika,6_4
Christopher Whitelaw Pine (boen 26 Ogis 1980) em i akta blong [[Yunaeted Stet blong Amerika]].,Christopher Whitelaw Pine em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Walter Elias ""Walt"" Disney (5 Desemba 1901 – 15 Desemba 1966) em i muvi daerekta blong [[Yunaeted Stet blong Amerika]].",Walter Elias Walt Disney em i muvi daerekta blong Yunaeted_Stet_blong_Amerika,6_1
"Garry Emmanuel Shandling (29 Novemba, 1949 – 24 Maj, 2016) em i akta blong [[Yunaeted Stet blong Amerika]].",Garry Emmanuel Shandling em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Elizabeth Ruth ""Betty"" Grable (18 Desemba 1916 – 2 Julae 1973) em i akta blong [[Yunaeted Stet blong Amerika]].",Elizabeth Ruth Betty Grable em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Christopher Tucker (boen 31 Ogis 1971) em i akta blong [[Yunaeted Stet blong Amerika]].,Christopher Tucker em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Edward Regan ""Eddie"" Murphy (boen 3 Epril 1961) em i akta blong [[Yunaeted Stet blong Amerika]].",Edward Regan Eddie Murphy em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Whoopi Goldberg (boen 13 Novemba 1955) em i akta blong [[Yunaeted Stet blong Amerika]].,Whoopi Goldberg em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Kendall Nicole Jenner (boen 3 November 1995) em i akta blong [[Yunaeted Stet blong Amerika]].,Kendall Nicole Jenner em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Anthony Wilford Brimley (boen 27 Septemba 1934) em i akta blong [[Yunaeted Stet blong Amerika]].,Anthony Wilford Brimley em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Steven Frederic Seagal (boen 10 Epril 1952) em i akta blong [[Yunaeted Stet blong Amerika]].,Steven Frederic Seagal em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Joseph Frank ""Buster"" Keaton (4 Oktoba 1895 – 1 Februari 1966) em i akta blong [[Yunaeted Stet blong Amerika]].",Joseph Frank Buster Keaton em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Carrie Frances Fisher (21 Oktoba 1956 – 27 Desemba 2016) i akta blong [[Yunaeted Stet blong Amerika]].,Carrie Frances Fisher i akta blong Yunaeted_Stet_blong_Amerika,6_4
Robert Anthony De Niro (boen 17 Ogis 1943) i akta blong [[Yunaeted Stet blong Amerika]].,Robert Anthony De Niro i akta blong Yunaeted_Stet_blong_Amerika,6_4
Bernard Jeffrey McCullough o Bernie Mac (5 Oktoba 1957 – 9 Ogis 2008) em i bin akta blong [[Yunaeted Stet blong Amerika]].,Bernard Jeffrey McCullough o Bernie Mac em i bin akta blong Yunaeted_Stet_blong_Amerika,6_6
Kevin Norwood Bacon (boen 8 Julae 1958) em i akta blong [[Yunaeted Stet blong Amerika]].,Kevin Norwood Bacon em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Fred Astaire (10 Mei 1899 – 22 Jun 1987) em i akta blong [[Yunaeted Stet blong Amerika]].,Fred Astaire em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Joseph Francis ""Joe"" Alaskey III (17 Epril 1952 – 3 Februari 2016) em i akta blong [[Yunaeted Stet blong Amerika]].",Joseph Francis Joe Alaskey III em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"James Ross ""Jim"" Meskimen (boen 10 Septemba 1959) em i akta blong [[Yunaeted Stet blong Amerika]].",James Ross Jim Meskimen em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Rita Hayworth (17 Oktoba 1918 – 14 Mei 1987) em i akta blong [[Yunaeted Stet blong Amerika]].,Rita Hayworth em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Harold Clayton Lloyd (20 Epril 1893 – 8 Maj 1971) i akta blong [[Yunaeted Stet blong Amerika]].,Harold Clayton Lloyd i akta blong Yunaeted_Stet_blong_Amerika,6_4
Spencer Bonaventure Tracy (5 Epril 1900 – 10 Jun 1967) em i akta blong [[Yunaeted Stet blong Amerika]].,Spencer Bonaventure Tracy em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Jackson DeForest Kelley (20 Januware 1920 – 11 Jun 1999) em i akta blong [[Yunaeted Stet blong Amerika]].,Jackson DeForest Kelley em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Shirley Temple Black (23 Epril 1928 – 10 Februari 2014) em i akta blong [[Yunaeted Stet blong Amerika]].,Shirley Temple Black em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Steven Allan Spielberg (boen 18 Desemba 1946) em i muvi daerekta blong [[Yunaeted Stet blong Amerika]].,Steven Allan Spielberg em i muvi daerekta blong Yunaeted_Stet_blong_Amerika,6_1
Allen Kelsey Grammer (boen 21 Februari 1955) em i akta blong [[Yunaeted Stet blong Amerika]].,Allen Kelsey Grammer em i akta blong Yunaeted_Stet_blong_Amerika,6_3
George Hosato Takei (boen 20 Epril 1937) em i akta blong [[Yunaeted Stet blong Amerika]].,George Hosato Takei em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Claudette Colbert (13 Septemba 1903 – 30 Julae 1996) i akta blong [[Yunaeted Stet blong Amerika]].,Claudette Colbert i akta blong Yunaeted_Stet_blong_Amerika,6_4
[[Kakao]] hem i sid blong kakao tri.,Kakao hem i sid blong kakao tri,8_4
"Port Vila, o jes Vila, hem i kapital blong [[Vanuatu]].",Port Vila o jes Vila hem i kapital blong Vanuatu,8_0
Hem i stap long [[Efate]] aelan.,Hem i stap long Efate aelan,8_2
"Catherine ""Cate"" Élise Blanchett (boen 20 Mai 1967) em i akta blong [[Ostrelia]].",Catherine Cate Élise Blanchett em i akta blong Ostrelia,8_3
Beijing hem i kapital blong [[Jaena]].,Beijing hem i kapital blong Jaena,8_0
"Berlin, hem i kapitol blong [[Jemani]].",Berlin hem i kapitol blong Jemani,8_1
William Shatner (boen 22 Maj 1931) em i akta blong [[Kanada]].,William Shatner em i akta blong Kanada,8_3
Providence hem i kapital blong [[Rhode Island]].,Providence hem i kapital blong Rhode_Island,8_0
Annapolis hem i kapital blong [[Maryland]].,Annapolis hem i kapital blong Maryland,8_0
"Long aelan ia, i gat [[Luganville]], hem i kapital blong [[Sanma]].",Long aelan ia i gat Luganville hem i kapital blong Sanma,8_0
Jean Gabin (1904 - 1976) i akta blong [[Franis]].,Jean Gabin i akta blong Franis,8_3
Springfield hem i kapital blong [[Illinois]].,Springfield hem i kapital blong Illinois,8_0
Mark Acheson (boen 19 Septemba 1957) em i akta blong [[Kanada]].,Mark Acheson em i akta blong Kanada,8_3
Satyajit Ray (2 Mei 1921 – 23 Epril 1992) em i muvi daerekta blong [[India]].,Satyajit Ray em i muvi daerekta blong India,8_4
Boise hem i kapital blong [[Idaho]].,Boise hem i kapital blong Idaho,8_0
Helena hem i kapital blong [[Montana]].,Helena hem i kapital blong Montana,8_0
Jackson hem i kapital blong [[Mississippi]].,Jackson hem i kapital blong Mississippi,8_0
Bangkok hem i kapital blong [[Taelan]].,Bangkok hem i kapital blong Taelan,8_0
Luganville hem i kapital blong [[Sanma]].,Luganville hem i kapital blong Sanma,8_0
Indianapolis hem i kapital blong [[Indiana]].,Indianapolis hem i kapital blong Indiana,8_0
Oklahoma City hem i kapital blong [[Oklahoma]].,Oklahoma City hem i kapital blong Oklahoma,8_0
Liu Yifei (boen 1987) i akta blong [[Jaena]].,Liu Yifei i akta blong Jaena,8_3
Harrisburg hem i kapital blong [[Pennsylvania]].,Harrisburg hem i kapital blong Pennsylvania,8_0
Augusta hem i kapital blong [[Maine]].,Augusta hem i kapital blong Maine,8_0
Port Moresby hem i kapital blong [[Papua Niugini]].,Port Moresby hem i kapital blong Papua_Niugini,8_0
Frankfort hem i kapital blong [[Kentucky]].,Frankfort hem i kapital blong Kentucky,8_0
Dover hem i kapital blong [[Delaware]].,Dover hem i kapital blong Delaware,8_0
Concord hem i kapital blong [[Niu Hampshire]].,Concord hem i kapital blong Niu_Hampshire,8_0
Gérard Philipe (1922 - 1959) i akta blong [[Franis]].,Gérard Philipe i akta blong Franis,8_3
Jackie Chan (boen 1954) i akta blong [[Hong Kong]].,Jackie Chan i akta blong Hong_Kong,8_3
Santa Fe hem i kapital blong [[Niu Mexico]].,Santa Fe hem i kapital blong Niu_Mexico,8_0
Nashville hem i kapital blong [[Tennessee]].,Nashville hem i kapital blong Tennessee,8_0
Topeka hem i kapital blong [[Kansas]].,Topeka hem i kapital blong Kansas,8_0
"Shaw Madson (bon long Invermere long British Columbia), em i akta blong [[Kanada]].",Shaw Madson em i akta blong Kanada,8_3
Pierre hem i kapital blong [[Saut Dakota]].,Pierre hem i kapital blong Saut_Dakota,8_0
Hemi brata blong [[Walter Lini]].,Hemi brata blong Walter_Lini,8_4
James Montgomery Doohan (1920-2005) i akta blong [[Kanada]].,James Montgomery Doohan i akta blong Kanada,8_3
Seoul i kapital blong [[saot Koria]].,Seoul i kapital blong saot_Koria,8_0
Isangel hem i kapital blong [[Tafea]].,Isangel hem i kapital blong Tafea,8_0
Em i stap long [[Illinois]].,Em i stap long Illinois,8_2
Montgomery hem i kapital blong [[Alabama]].,Montgomery hem i kapital blong Alabama,8_0
Paris hem i kapital blong [[Franis]].,Paris hem i kapital blong Franis,8_0
Kapital blong hem i [[Rome]].,Kapital blong hem i Rome,8_1
"James Eugene ""Jim"" Carrey (boen 17 Januware 1962) i akta blong [[Kanada]].",James Eugene Jim Carrey i akta blong Kanada,8_3
Vienna hem i kapital blong [[Ostria]].,Vienna hem i kapital blong Ostria,8_0
Honolulu hem i kapital blong [[Hawaii]].,Honolulu hem i kapital blong Hawaii,8_0
Lincoln hem i kapital blong [[Nebraska]].,Lincoln hem i kapital blong Nebraska,8_0
Tokyo hem i kapital blong [[Japan]].,Tokyo hem i kapital blong Japan,8_0
Saratamata hem i kapital blong [[Penama]].,Saratamata hem i kapital blong Penama,8_0
Hem i stap long [[Ambae Aelan]].,Hem i stap long Ambae_Aelan,8_2
Nicole Mary Kidman (boen 20 Jun 1967) em i akta blong [[Ostrelia]].,Nicole Mary Kidman em i akta blong Ostrelia,8_3
Columbia hem i kapital blong [[Saut Carolina]].,Columbia hem i kapital blong Saut_Carolina,8_0
Bismarck hem i kapital blong [[Not Dakota]].,Bismarck hem i kapital blong Not_Dakota,8_0
Trenton hem i kapital blong [[Niu Yersey]].,Trenton hem i kapital blong Niu_Yersey,8_0
Salem hem i kapital blong [[Oregon]].,Salem hem i kapital blong Oregon,8_0
Madrid i kapital blong [[Spen]].,Madrid i kapital blong Spen,8_0
Weliko Tarnovo hem i kapital blong [[Bulgaria]].,Weliko Tarnovo hem i kapital blong Bulgaria,8_0
Kapital blong hem i [[Vienna]] (Wien).,Kapital blong hem i Vienna,8_1
"Phoenix (O'odham: ""Skikik"", Yavapai: ""Wasinka"", Western Apache: ""Fiinigis"", Navajo: ""Hoozdoh"", Mojave: ""Hachp 'Anya Nyava"") hem i kapital blong [[Arizona]].",Phoenix hem i kapital blong Arizona,8_0
Kapital blong hem i [[Riga]].,Kapital blong hem i Riga,8_1
"Benedicta Boccoli (bon long Milan long 11 Novemba 1966), em i akta blong [[Itali]].",Benedicta Boccoli em i akta blong Itali,8_3
"Annarita Del Piano (boen Cassano delle Murge, 26 Julae 1966) i akta blong [[Itali]].",Annarita Del Piano i akta blong Itali,8_3
Vilnius i kapital blong [[Litwania]].,Vilnius i kapital blong Litwania,8_0
Carson City hem i kapital blong [[Nevada]].,Carson City hem i kapital blong Nevada,8_0
Sergio Leone (3 Januware 1929 – 30 Epril 1989) em i muvi daerekta blong [[Itali]].,Sergio Leone em i muvi daerekta blong Itali,8_4
Jet Li (boen 1963) em i akta blong [[Jaena]].,Jet Li em i akta blong Jaena,8_3
Andorra la Vella hem i kapital blong [[Andorra]].,Andorra la Vella hem i kapital blong Andorra,8_0
Juneau hem i kapital blong [[Alaska]].,Juneau hem i kapital blong Alaska,8_0
Austin hem i kapital blong [[Texas]].,Austin hem i kapital blong Texas,8_0
Raleig hem i kapital blong [[Not Carolina]].,Raleig hem i kapital blong Not_Carolina,8_0
Kapital blong hem i [[Paris]].,Kapital blong hem i Paris,8_1
Sacramento hem i kapital blong [[Kalifornia]].,Sacramento hem i kapital blong Kalifornia,8_0
Pran Krishan Sikand (1920 - 2013) i akta blong [[India]].,Pran Krishan Sikand i akta blong India,8_3
Hemi brata blong [[Ham Lini]].,Hemi brata blong Ham_Lini,8_4
"Sophia Loren (bon long [[Rome]] long 11 Septemba 1934), em i akta blong [[Itali]].",Sophia Loren em i akta blong Itali,8_3
Jean-Paul Belmondo (1933 - 2021) i akta blong [[Franis]].,JeanPaul Belmondo i akta blong Franis,8_3
Des Moines hem i kapital blong [[Iowa]].,Des Moines hem i kapital blong Iowa,8_0
Sol Lek Siti hem i kapital blong [[Yuta]].,Sol Lek Siti hem i kapital blong Yuta,8_0
"Rome (toktok Itali: ""Roma"") hem i kapital blong [[Itali]].",Rome hem i kapital blong Itali,8_0
Laplap hemi kastom [[kakae]] blong [[Vanuatu]].,Laplap hemi kastom kakae blong Vanuatu,8_4
Baton Rouge hem i kapital blong [[Louisiana]].,Baton Rouge hem i kapital blong Louisiana,8_0
Lansing hem i kapital blong [[Michigan]].,Lansing hem i kapital blong Michigan,8_0
Atlanta hem i kapital blong [[Georgia]].,Atlanta hem i kapital blong Georgia,8_0
Denver hem i kapital blong [[Colorado]].,Denver hem i kapital blong Colorado,8_0
"Milena Miconi (bon long 15 Desemba 1971 long [[Rome]]), em i akta blong [[Itali]].",Milena Miconi em i akta blong Itali,8_3
"Prague (""Praha"") hem i kapital blong [[Jek Ripablik]].",Prague hem i kapital blong Jek_Ripablik,8_0
Jefferson Siti hem i kapital blong [[Missouri]].,Jefferson Siti hem i kapital blong Missouri,8_0
Little Rock hem i kapital blong [[Arkansas]].,Little Rock hem i kapital blong Arkansas,8_0
"Warsaw (toktok Polan: ""Warszawa""), hem i kapital blong [[Polan]].",Warsaw hem i kapital blong Polan,8_0
"Valletta (Toktok Molta: ""il-Belt Valletta""), hem i no tumas big taon long [[Molta]] mo hem i kapitol blong disfala kaontri.",Valletta hem i no tumas big taon long Molta mo hem i kapitol blong disfala kaontri,8_5
Saint Paul hem i kapital blong [[Minnesota]].,Saint Paul hem i kapital blong Minnesota,8_0
Lee Jun-fan (1940 - 1973) i akta blong [[Jaena]].,Lee Junfan i akta blong Jaena,8_3
"Zhengzhou hem i kapital blong Henan, [[Jaena]].",Zhengzhou hem i kapital blong Henan Jaena,8_0
Nile hem i reva long [[Afrika]].,Nile hem i reva long Afrika,8_2
Sola hem i kapital blong [[Torba]] provens.,Sola hem i kapital blong Torba provens,8_0
"Long July 2016, populaesen blong [[Arkansas]] i stap araon 2,988,248.",Long July populaesen blong Arkansas i stap araon,5_1
"Long Julae 2015, populaesen blong [[Beljiom]] i stap araon 11 milien.",Long Julae populaesen blong Beljiom i stap araon milien,5_0
"Long July 2016, populaesen blong [[Delaware]] i stap araon 952,065.",Long July populaesen blong Delaware i stap araon,5_1
"Long Julae 2008, populaesen blong [[Louisiana]] i stap araon 4,410,796.",Long Julae populaesen blong Louisiana i stap araon,5_0
"Long Julae 2009, populaesen blong [[Virginia]] i stap araon 24,782,302.",Long Julae populaesen blong Virginia i stap araon,5_0
"Long Julae 2016, populaesen blong [[Hawaii]] i stap araon 1,428,557.",Long Julae populaesen blong Hawaii i stap araon,5_0
"Long July 2009, populaesen blong [[Kentucky]] i stap araon 4,314,113.",Long July populaesen blong Kentucky i stap araon,5_1
"Long Julae 2015, populaesen blong [[Armenia]] i stap araon tri milien.",Long Julae populaesen blong Armenia i stap araon tri milien,5_0
"Long Julae 2017, populaesen blong [[Kasakstan]] i stap araon 18.5 milien.",Long Julae populaesen blong Kasakstan i stap araon milien,5_0
"Long July 2016, populaesen blong [[Idaho]] i stap araon 1,683,140.",Long July populaesen blong Idaho i stap araon,5_1
"Long July 2009, populaesen blong [[Missouri]] i stap araon 5,988,927.",Long July populaesen blong Missouri i stap araon,5_1
"Long July 2010, populaesen blong [[Pennsylvania]] i stap araon 3,831,074.",Long July populaesen blong Pennsylvania i stap araon,5_1
"Long July 2010, populaesen blong [[Not Carolina]] i stap araon 1,316,470.",Long July populaesen blong Not_Carolina i stap araon,5_1
"Long July 2010, populaesen blong [[Rhode Island]] i stap araon 1,053,209.",Long July populaesen blong Rhode_Island i stap araon,5_1
"Long July 2009, populaesen blong [[Wisconsin]] i stap araon 5,363,675.",Long July populaesen blong Wisconsin i stap araon,5_1
"Long July 2009, populaesen blong [[Arizona]] i stap araon 6,931,071.",Long July populaesen blong Arizona i stap araon,5_1
"Long July 2010, populaesen blong [[Niu Mexico]] i stap araon 2,059,179.",Long July populaesen blong Niu_Mexico i stap araon,5_1
Populaesen blong [[Montenegro]] i stap araon 678 931 (2017).,Populaesen blong Montenegro i stap araon,5_2
"Long July 2010, populaesen blong [[New Hampshire]] i stap araon 1,316,470.",Long July populaesen blong New_Hampshire i stap araon,5_1
"Long Julae 2015, populaesen blong [[Faroe aelan]] i stap araon 50 taosen.",Long Julae populaesen blong Faroe_aelan i stap araon taosen,5_0
"Long July 2010, populaesen blong [[Niu York]] i stap araon 19,378,102.",Long July populaesen blong Niu_York i stap araon,5_1
"Long July 2010, populaesen blong [[Not Dakota]] i stap araon 672,591.",Long July populaesen blong Not_Dakota i stap araon,5_1
"Long Julae 2015, populaesen blong [[Belarus]] i stap araon naen mo haf milien.",Long Julae populaesen blong Belarus i stap araon naen mo haf milien,5_0
"Long July 2009, populaesen blong [[Michigan]] i stap araon 4,661,900 .",Long July populaesen blong Michigan i stap araon,5_1
"Long Julae 2017, populaesen blong [[Albania]] i stap araon 2.8 milien.",Long Julae populaesen blong Albania i stap araon milien,5_0
"Long July 2016, populaesen blong [[Iowa]] i stap araon 3,134,693.",Long July populaesen blong Iowa i stap araon,5_1
"Long Julae 2009, populaesen blong [[Vermont]] i stap araon 621,760.",Long Julae populaesen blong Vermont i stap araon,5_0
"Long Julae 2015, populaesen blong [[Kroasia]] i stap araon fo mo haf milien.",Long Julae populaesen blong Kroasia i stap araon fo mo haf milien,5_0
"Long July 2016, populaesen blong [[Florida]] i stap araon 20,612,439.",Long July populaesen blong Florida i stap araon,5_1
"Long July 2009, populaesen blong [[Kalifornia]] i stap araon 36,961,664.",Long July populaesen blong Kalifornia i stap araon,5_1
"Long July 2016, populaesen blong [[Vanuatu]] i stap araon 277 554.",Long July populaesen blong Vanuatu i stap araon,5_1
"Long Julae 2015, populaesen blong [[Bosnia]] mo [[Hersegovina]] i stap araon tri mo haf milien.",Long Julae populaesen blong Bosnia mo Hersegovina i stap araon tri mo haf milien,5_0
"Long July 2008, populaesen blong [[Tennessee]] i stap araon 6,214,888.",Long July populaesen blong Tennessee i stap araon,5_1
"Long July 2010, populaesen blong [[Nebraska]] i stap araon 1,826,341.",Long July populaesen blong Nebraska i stap araon,5_1
"Long Julae 2015, populaesen blong [[Estonia]] i stap les wan milien.",Long Julae populaesen blong Estonia i stap les wan milien,5_0
"Long July 2010, populaesen blong [[Ohio]] i stap araon 11,536,504.",Long July populaesen blong Ohio i stap araon,5_1
"Long Julae 2015, populaesen blong [[Denmak]] i stap araon faef mo haf milien.",Long Julae populaesen blong Denmak i stap araon faef mo haf milien,5_0
"Long Julae 2015, populaesen blong [[Czechia]] i stap araon ten mo haf milien.",Long Julae populaesen blong Czechia i stap araon ten mo haf milien,5_0
"Long July 2010, populaesen blong [[Nevada]] i stap araon 2,700,551.",Long July populaesen blong Nevada i stap araon,5_1
"Long July 2010, populaesen blong [[Montana]] i stap araon 989,415.",Long July populaesen blong Montana i stap araon,5_1
"Long Julae 2015, populaesen blong [[Ostria]] i stap araon eit mo haf milien.",Long Julae populaesen blong Ostria i stap araon eit mo haf milien,5_0
"Long 2016, populaesen blong [[Spen]] i stap araon 46 milien.",Long populaesen blong Spen i stap araon milien,5_2
"Long Jenuware 2018, populaesen blong [[Latvia]] i stap araon 1,934,379.",Long Jenuware populaesen blong Latvia i stap araon,5_2
"Long Julae 2015, populaesen blong [[Andorra]] i stap araon 85 taosen.",Long Julae populaesen blong Andorra i stap araon taosen,5_0
"Long July 2016, populaesen blong [[Colorado]] i stap araon 5,540,545.",Long July populaesen blong Colorado i stap araon,5_1
"[[Long]] Julae 2015, populaesen blong [[Georgia]] i stap araon [[faef]] milien.",Long Julae populaesen blong Georgia i stap araon faef milien,5_0
"Long Julae 2015, populaesen blong [[Bulgaria]] i stap araon seven milien.",Long Julae populaesen blong Bulgaria i stap araon seven milien,5_0
"Long July 2009, populaesen blong [[Mississippi]] i stap araon 2,938,618.",Long July populaesen blong Mississippi i stap araon,5_1
"Long July 2009, populaesen blong [[Louisiana]] i stap araon 1,318,301 .",Long July populaesen blong Louisiana i stap araon,5_1
